name,affiliation,country,orcid,dblp_pid,matched_by,core_papers,extended_papers,venues,last_year,homepage
Frédéric Blanqui,Ecole Normale Superieure de Cachan,fr,,49/211,name,0,0,,,http://www.lsv.ens-cachan.fr/People
Gilles Dowek,Ecole Normale Superieure de Cachan,fr,,50/4956,name,0,0,,,http://lsv.fr/~dowek
Hubert Comon,Ecole Normale Superieure de Cachan,fr,,c/HComonL,name,0,0,,,http://www.lsv.ens-cachan.fr/~comon
Hubert Comon-Lundh,Ecole Normale Superieure de Cachan,fr,,c/HComonL,name,0,0,,,http://www.lsv.ens-cachan.fr/~comon
Jean Goubault,Ecole Normale Superieure de Cachan,fr,,g/JGoubaultLarrecq,name,0,0,,,http://www.lsv.ens-cachan.fr/~goubault/?l=fr
Jean Goubault-Larrecq,Ecole Normale Superieure de Cachan,fr,,g/JGoubaultLarrecq,name,0,0,,,http://www.lsv.ens-cachan.fr/~goubault/?l=fr
Laurent Doyen 0001,Ecole Normale Superieure de Cachan,fr,,30/5289-1,name,0,0,,,http://www.lsv.ens-cachan.fr/~doyen/publications.html
Laurent Fribourg,Ecole Normale Superieure de Cachan,fr,,95/6358,name,0,0,,,http://www.lsv.ens-cachan.fr/~fribourg
Luc Segoufin,Ecole Normale Superieure de Cachan,fr,0000-0002-9564-7581,s/LucSegoufin,orcid,0,0,,,http://www.lsv.ens-cachan.fr/~segoufin/Papers
Michel Bidoit,Ecole Normale Superieure de Cachan,fr,,b/MichelBidoit,name,0,0,,,http://www.lsv.ens-cachan.fr/~bidoit/?l=fr
Nicolas Markey,Ecole Normale Superieure de Cachan,fr,0000-0003-1977-7525,m/NicolasMarkey,orcid,0,0,,,http://www.lsv.ens-cachan.fr/~markey
Patricia Bouyer,Ecole Normale Superieure de Cachan,fr,,b/PatriciaBouyer,name,1,0,IJCAI,2023,http://www.lsv.ens-cachan.fr/~bouyer
Patricia Bouyer-Decitre,Ecole Normale Superieure de Cachan,fr,,b/PatriciaBouyer,name,1,0,IJCAI,2023,http://www.lsv.ens-cachan.fr/~bouyer
Paul Gastin,Ecole Normale Superieure de Cachan,fr,0000-0002-1313-7722,g/PaulGastin,orcid,0,0,,,http://www.lsv.ens-cachan.fr/~gastin
Philippe Schnoebelen,Ecole Normale Superieure de Cachan,fr,,s/PhSchnoebelen,name,0,0,,,http://www.lsv.ens-cachan.fr/~phs
Serge Abiteboul,Ecole Normale Superieure de Cachan,fr,,a/SergeAbiteboul,name,0,0,,,http://abiteboul.com
Serge Haddad,Ecole Normale Superieure de Cachan,fr,,h/SergeHaddad,name,0,0,,,http://www.lsv.ens-cachan.fr/~haddad
Stefan Haar,Ecole Normale Superieure de Cachan,fr,,59/2346,name,0,0,,,http://www.lsv.ens-cachan.fr/~haar
Stefan Schwoon,Ecole Normale Superieure de Cachan,fr,,39/5299,name,0,0,,,http://www.lsv.ens-cachan.fr/~schwoon
Stéphane Demri,Ecole Normale Superieure de Cachan,fr,0000-0002-3493-2610,d/StephaneDemri,orcid,1,3,AAAI;ECAI;KR,2025,http://www.lsv.ens-cachan.fr/~demri
Stéphanie Delaune,Ecole Normale Superieure de Cachan,fr,,67/5099,name,0,0,,,http://www.lsv.ens-cachan.fr/~delaune
Sylvain Schmitz,Ecole Normale Superieure de Cachan,fr,0000-0002-4101-4308,62/6048,orcid,0,0,,,http://www.lsv.ens-cachan.fr/~schmitz
Thomas Chatain,Ecole Normale Superieure de Cachan,fr,,41/5716,name,0,0,,,http://www.lsv.ens-cachan.fr/~chatain
Adrien Basso-Blandin,Ecole Normale Superieure de Lyon,fr,,116/2741,name,0,0,,,http://www.ens-lyon.fr/recherche/laboratoire-de-l-informatique-du-parallelisme-umr-5668-83273.kjsp
Alain Darte,Ecole Normale Superieure de Lyon,fr,,d/AlainDarte,name,0,0,,,http://perso.ens-lyon.fr/alain.darte
Anne Benoit,Ecole Normale Superieure de Lyon,fr,0000-0003-2910-3540,38/4452,orcid,0,0,,,http://graal.ens-lyon.fr/~abenoit/anne.benoit
Anthony Busson,Ecole Normale Superieure de Lyon,fr,,05/5864,name,0,0,,,http://www.ens-lyon.fr/annuaire/m-busson-anthony-202671.kjsp?RH=ENS-LYON
Arnaud Lefray,Ecole Normale Superieure de Lyon,fr,,130/2277,name,0,0,,,http://ens-lyon.academia.edu/ArnaudLeveau
Benoît Libert,Ecole Normale Superieure de Lyon,fr,0000-0002-6914-1616,62/1759,name,0,0,,,http://perso.ens-lyon.fr/benoit.libert
Bora Uçar,Ecole Normale Superieure de Lyon,fr,0000-0002-4960-3545,54/6400,orcid,0,0,,,http://www.siam.org/meetings/csc14
Bruno Salvy,Ecole Normale Superieure de Lyon,fr,,14/5741,name,0,0,,,http://www.ens-lyon.fr/annuaire/m-salvy-bruno-158166.kjsp?RH=ENS-LYON
Christian Pérez,Ecole Normale Superieure de Lyon,fr,,50/4444,name,0,0,,,http://www.ens-lyon.fr/annuaire/m-perez-christian-144203.kjsp?RH=ENS-LYON
Christophe Alias,Ecole Normale Superieure de Lyon,fr,,93/5457,name,0,0,,,http://perso.ens-lyon.fr/christophe.alias
Christophe Crespelle,Ecole Normale Superieure de Lyon,fr,,50/4945,name,0,0,,,https://perso.ens-lyon.fr/christophe.crespelle
Claude-Pierre Jeannerod,Ecole Normale Superieure de Lyon,fr,,39/4442,name,0,0,,,http://perso.ens-lyon.fr/nathalie.revol
Clément Pernet,Ecole Normale Superieure de Lyon,fr,0000-0001-6970-0417,76/1295,orcid,0,0,,,http://lig-membres.imag.fr/pernet
Colin Riba,Ecole Normale Superieure de Lyon,fr,,31/6007,name,0,0,,,https://perso.ens-lyon.fr/colin.riba
Damien Stehlé,Ecole Normale Superieure de Lyon,fr,0000-0003-3435-2453,03/2822,orcid,0,0,,,http://perso.ens-lyon.fr/damien.stehle
Daniel Hirschkoff,Ecole Normale Superieure de Lyon,fr,,19/6261,name,0,0,,,https://perso.ens-lyon.fr/daniel.hirschkoff
Denis Kuperberg,Ecole Normale Superieure de Lyon,fr,0000-0001-5406-717X,21/8279,orcid,0,0,,,http://www.ens-lyon.fr/m-denis-kuperberg--318136.kjsp?RH=ENS-LYON-FR-CHERCHEU
Eddy Caron,Ecole Normale Superieure de Lyon,fr,0000-0001-6626-3071,c/EddyCaron,orcid,0,0,,,http://graal.ens-lyon.fr/~ecaron
Emmanuel Beffara,Ecole Normale Superieure de Lyon,fr,0000-0003-1993-3401,38/5292,name,0,0,,,http://www.ens-lyon.fr/annuaire/m-beffara-emmanuel-145623.kjsp?RH=ENS-LYON
Eric Fleury,Ecole Normale Superieure de Lyon,fr,,44/344,name,0,0,,,http://perso.ens-lyon.fr/eric.fleury
Eric Thierry,Ecole Normale Superieure de Lyon,fr,,08/2427,name,0,0,,,http://perso.ens-lyon.fr/eric.thierry
Fabien Laguillaumie,Ecole Normale Superieure de Lyon,fr,,51/5010,name,0,0,,,http://perso.ens-lyon.fr/fabien.laguillaumie
Francesco Bronzino,Ecole Normale Superieure de Lyon,fr,0000-0003-4447-960X,124/7226,orcid,0,0,,,https://fbronzino.com
Frederic Desprez,Ecole Normale Superieure de Lyon,fr,,d/FredericDesprez,name,0,0,,,http://www.inria.fr/institut/organisation/adjoints-au-directeur-scientifique/frederic-desprez
Frédéric Desprez,Ecole Normale Superieure de Lyon,fr,,d/FredericDesprez,name,0,0,,,http://www.inria.fr/institut/organisation/adjoints-au-directeur-scientifique/frederic-desprez
Frédéric Prost,Ecole Normale Superieure de Lyon,fr,,36/6266,name,0,0,,,http://perso.ens-lyon.fr/frederic.prost
Frédéric Suter,Ecole Normale Superieure de Lyon,fr,0000-0003-1902-1955,66/3341,orcid,0,1,ICAPS,2022,http://www.ens-lyon.fr/annuaire/m-suter-frederic-136989.kjsp?RH=ENS-LYON
Gilles Fedak,Ecole Normale Superieure de Lyon,fr,,34/3862,name,0,0,,,http://graal.ens-lyon.fr/~gfedak/pmwiki-test/pmwiki.php/Main/HomePage
Gilles Villard,Ecole Normale Superieure de Lyon,fr,,v/GillesVillard,name,0,0,,,http://perso.ens-lyon.fr/gilles.villard
Guillaume Hanrot,Ecole Normale Superieure de Lyon,fr,0000-0001-9319-0365,67/2420,name,0,0,,,http://perso.ens-lyon.fr/guillaume.hanrot
Hadrien Hours,Ecole Normale Superieure de Lyon,fr,,144/7522,name,0,0,,,https://branded.me/hadrienhours
Hélène Coullon,Ecole Normale Superieure de Lyon,fr,,89/8242,name,0,0,,,http://avalon.ens-lyon.fr/members/hcoullon
Jean-Bernard Stefani,Ecole Normale Superieure de Lyon,fr,,s/JBStefani,name,0,0,,,http://www.ens-lyon.fr/annuaire/m-stefani-jean-bernard-273376.kjsp?RH=ENS-LYON
Jean-Christophe Mignot,Ecole Normale Superieure de Lyon,fr,,79/3247,name,0,0,,,http://perso.ens-lyon.fr/jean-christophe.mignot
Jean-Michel Muller,Ecole Normale Superieure de Lyon,fr,,26/5113,name,0,0,,,http://perso.ens-lyon.fr/jean-michel.muller
Jean-Patrick Gelas,Ecole Normale Superieure de Lyon,fr,0000-0002-2146-8513,79/5404,orcid,0,0,,,http://perso.ens-lyon.fr/jean-patrick.gelas
Jean-Yves L'Excellent,Ecole Normale Superieure de Lyon,fr,,50/3813,name,0,0,,,http://perso.ens-lyon.fr/jean-yves.l.excellent
Jinming Wen,Ecole Normale Superieure de Lyon,fr,,36/8492,name,2,2,EMNLP;ICASSP;NAACL,2024,http://perso.ens-lyon.fr/jinming.wen
Laure Daviaud,Ecole Normale Superieure de Lyon,fr,0000-0002-9220-7118,126/2967,orcid,0,0,,,http://perso.ens-lyon.fr/laure.daviaud
Laure Gonnord,Ecole Normale Superieure de Lyon,fr,0000-0002-8013-1611,28/3884,name,0,0,,,http://laure.gonnord.org/pro
Laurent Lefèvre,Ecole Normale Superieure de Lyon,fr,0000-0002-7198-9800,03/4160,name,0,0,,,http://perso.ens-lyon.fr/laurent.lefevre
Laurent Thévenoux,Ecole Normale Superieure de Lyon,fr,,68/9379,name,0,0,,,http://www.ens-lyon.fr/annuaire/m-thevenoux-laurent-261284.kjsp?RH=ENS-LYON
Lionel Morel,Ecole Normale Superieure de Lyon,fr,,95/9201,name,0,0,,,http://lionel.morel.ouvaton.org/wp
Lionel Robert Morel,Ecole Normale Superieure de Lyon,fr,,95/9201,name,0,0,,,http://lionel.morel.ouvaton.org/wp
Loris Marchal,Ecole Normale Superieure de Lyon,fr,0000-0002-5519-9913,36/3810,orcid,0,0,,,http://graal.ens-lyon.fr/~lmarchal
Marie Durand,Ecole Normale Superieure de Lyon,fr,,123/2164,name,0,0,,,http://www2.cnrs.fr/en/2621.htm
Matias David Lee,Ecole Normale Superieure de Lyon,fr,,69/8611,name,0,0,,,https://angel.co/matias-david-lee
Matteo Mio,Ecole Normale Superieure de Lyon,fr,0000-0003-4050-3617,11/3011,name,0,0,,,https://sites.google.com/site/miomatteo
Matthieu Imbert,Ecole Normale Superieure de Lyon,fr,,56/5379,name,0,0,,,http://www.ens-lyon.fr/annuaire/m-imbert-matthieu-84263.kjsp?RH=ENS-LYON
Michaël Rao,Ecole Normale Superieure de Lyon,fr,,94/1283,name,0,0,,,http://perso.ens-lyon.fr/michael.rao
Márton Karsai,Ecole Normale Superieure de Lyon,fr,0000-0001-5382-8950,13/8264,name,0,1,WWW,2023,http://perso.ens-lyon.fr/marton.karsai/Marton_Karsai/main.html
Natacha Portier,Ecole Normale Superieure de Lyon,fr,,33/6120,name,0,0,,,http://perso.ens-lyon.fr/natacha.portier
Nathalie Revol,Ecole Normale Superieure de Lyon,fr,,84/6224,name,0,0,,,http://perso.ens-lyon.fr/nathalie.revol
Nicolas Brisebarre,Ecole Normale Superieure de Lyon,fr,,71/5350,name,2,0,ICLR;ICML,2025,http://perso.ens-lyon.fr/nicolas.brisebarre
Nicolas Louvet,Ecole Normale Superieure de Lyon,fr,,82/5196,name,0,0,,,http://perso.ens-lyon.fr/nicolas.louvet
Nicolas Trotignon,Ecole Normale Superieure de Lyon,fr,,91/4388,name,0,0,,,http://perso.ens-lyon.fr/nicolas.trotignon/indexFr.html
Olga Kupriianova,Ecole Normale Superieure de Lyon,fr,,139/0598,name,0,0,,,http://kupriianova.info
Olivier Glück,Ecole Normale Superieure de Lyon,fr,,00/3395,name,0,0,,,http://perso.univ-lyon1.fr/olivier.gluck
Olivier Laurent 0001,Ecole Normale Superieure de Lyon,fr,,05/5071,name,0,0,,,https://perso.ens-lyon.fr/olivier.laurent
Omar Fawzi,Ecole Normale Superieure de Lyon,fr,0000-0001-8491-0359,18/8659,orcid,4,0,COLT;NeurIPS;TMLR,2025,http://perso.ens-lyon.fr/omar.fawzi
Paola Boito,Ecole Normale Superieure de Lyon,fr,,71/3903,name,0,0,,,http://www.ens-lyon.fr/en/english-ens-de-lyon-269761.kjsp
Pascal Koiran,Ecole Normale Superieure de Lyon,fr,,06/51,name,0,0,,,http://perso.ens-lyon.fr/pascal.koiran
Patrick Baillot,Ecole Normale Superieure de Lyon,fr,0009-0002-9364-1140,57/6862,name,0,0,,,http://perso.ens-lyon.fr/patrick.baillot
Patrick Gros,Ecole Normale Superieure de Lyon,fr,,64/6092,name,0,0,,,http://www.ens-lyon.eu/annuaire/m-gros-patrick-252575.kjsp?RH=ENS-LYON
Paul Feautrier,Ecole Normale Superieure de Lyon,fr,,52/5537,name,0,0,,,http://perso.ens-lyon.fr/paul.feautrier
Paulo Goncalves,Ecole Normale Superieure de Lyon,fr,,99/2017,name,0,1,CHI,2021,http://perso.ens-lyon.fr/paulo.goncalves
Philippe Nain,Ecole Normale Superieure de Lyon,fr,,92/6042,name,0,0,,,http://www-sop.inria.fr/members/Philippe.Nain
Pierre Clairambault,Ecole Normale Superieure de Lyon,fr,0000-0002-3285-6028,41/573,name,0,0,,,http://perso.ens-lyon.fr/pierre.clairambault
Pierre Lescanne,Ecole Normale Superieure de Lyon,fr,,l/PLescanne,name,0,0,,,https://perso.ens-lyon.fr/pierre.lescanne
Russ Harmer,Ecole Normale Superieure de Lyon,fr,,36/1754,name,0,0,,,http://perso.ens-lyon.fr/russell.harmer
Russell Harmer,Ecole Normale Superieure de Lyon,fr,,36/1754,name,0,0,,,http://perso.ens-lyon.fr/russell.harmer
S. A. Puzynina,Ecole Normale Superieure de Lyon,fr,,07/4444,name,0,0,,,http://math.nsc.ru/~puzynina
Sanjay Bhattacherjee,Ecole Normale Superieure de Lyon,fr,0000-0002-3367-6192,74/10309,orcid,0,1,SIGIR,2025,http://perso.ens-lyon.fr/sanjay.bhattacherjee
Serge Torres,Ecole Normale Superieure de Lyon,fr,,95/3340,name,0,0,,,http://perso.ens-lyon.fr/serge.torres
Simon Delamare,Ecole Normale Superieure de Lyon,fr,,57/8409,name,0,0,,,http://graal.ens-lyon.fr/~sdelamar
Stéphan Thomassé,Ecole Normale Superieure de Lyon,fr,0000-0002-7090-1790,78/5708,name,0,0,,,http://perso.ens-lyon.fr/stephan.thomasse
Svetlana Puzynina,Ecole Normale Superieure de Lyon,fr,,07/4444,name,0,0,,,http://math.nsc.ru/~puzynina
Tereza Klimosová,Ecole Normale Superieure de Lyon,fr,,117/9424,name,0,0,,,http://iuuk.mff.cuni.cz/~tereza
Thierry Gautier,Ecole Normale Superieure de Lyon,fr,0009-0001-8020-872X,48/1575,name,0,0,,,http://www.ens-lyon.fr/lecole/nous-connaitre/annuaire/thierry-gautier
Thomas Begin,Ecole Normale Superieure de Lyon,fr,,73/6717,name,1,0,ICLR,2024,http://perso.ens-lyon.fr/thomas.begin
Théo Mary,Ecole Normale Superieure de Lyon,fr,0000-0001-9949-4634,156/7228,orcid,0,0,,,http://www.ens-lyon.fr/annuaire/m-theo-mary--300431.kjsp?RH=ENS-LYON
Tomofumi Yuki,Ecole Normale Superieure de Lyon,fr,0000-0002-5737-6178,14/8025,name,0,0,,,http://perso.ens-lyon.fr/tomofumi.yuki
Vincent Lefèvre,Ecole Normale Superieure de Lyon,fr,,47/3864,name,0,0,,,http://www.ens-lyon.fr/annuaire/m-lefevre-vincent-144200.kjsp?RH=ENS-LYON
Waruna Ranasinghe,Ecole Normale Superieure de Lyon,fr,,120/4745,name,0,0,,,http://www.ens-lyon.fr/en/english-ens-de-lyon-269761.kjsp
Weiqiang Wen,Ecole Normale Superieure de Lyon,fr,0000-0001-5272-2572,140/5403,name,0,0,,,http://perso.ens-lyon.fr/weiqiang.wen
Yongjun Liao,Ecole Normale Superieure de Lyon,fr,,34/3829,name,0,0,,,http://www.ens-lyon.fr/annuaire/mme-yongjun-liao--269058.kjsp?RH=ENS-LYON-FR-ANNUAIRE
Yves Caniou,Ecole Normale Superieure de Lyon,fr,,57/4922,name,0,0,,,http://graal.ens-lyon.fr/~ycaniou
Yves Robert,Ecole Normale Superieure de Lyon,fr,0000-0003-2361-055X,r/YvesRobert,orcid,0,0,,,http://graal.ens-lyon.fr/~yrobert
Yves-Stan Le Cornec,Ecole Normale Superieure de Lyon,fr,,127/9518,name,0,0,,,http://www.ens-lyon.fr/m-yves-stan-le-cornec--318140.kjsp?RH=ENS-LYON-FR-CHERCHEU
David Cachera,Ecole Normale Superieure de Rennes,fr,,52/5561,name,0,0,,,http://people.irisa.fr/David.Cachera/index_en.html
David Pichardie,Ecole Normale Superieure de Rennes,fr,0000-0002-2504-1760,37/6728,orcid,0,0,,,http://people.irisa.fr/David.Pichardie
François Schwarzentruber,Ecole Normale Superieure de Rennes,fr,0000-0002-1228-4333,35/485,orcid,9,8,AAAI;AAMAS;ECAI;IJCAI;KR,2026,http://people.irisa.fr/Francois.Schwarzentruber
Luc Bougé,Ecole Normale Superieure de Rennes,fr,0000-0002-5510-4443,b/LucBouge,orcid,0,0,,,https://team.inria.fr/kerdata/luc-bouge
Martin Quinson,Ecole Normale Superieure de Rennes,fr,0000-0001-7408-054X,q/MartinQuinson,orcid,0,0,,,http://people.irisa.fr/Martin.Quinson
Assia Mahboubi,INRIA,fr,0000-0002-0312-5461,81/5782,orcid,0,0,,,https://people.rennes.inria.fr/Assia.Mahboubi
Cordelia Schmid,INRIA,fr,0009-0005-7239-3741,s/CordeliaSchmid,orcid,93,3,AAAI;ACL;CVPR;CoRL;ECCV;EMNLP;ICCV;ICLR;ICML;ICRA;IJCV;IROS;Interspeech;NAACL;NeurIPS;TMLR;TPAMI;TRO,2025,https://cordeliaschmid.github.io
Damien Doligez,INRIA,fr,,23/55,name,0,0,,,https://cambium.inria.fr/~doligez
Didier Remy,INRIA,fr,,,,0,0,,,https://cambium.inria.fr/~remy
Francis R. Bach,INRIA,fr,0000-0001-8644-1058,b/FrancisRBach,orcid,50,0,AISTATS;COLT;ICLR;ICML;JMLR;NeurIPS;TMLR,2026,http://www.di.ens.fr/~fbach
François Pottier,INRIA,fr,0000-0002-4069-1235,12/6990,name,0,0,,,https://cambium.inria.fr/~fpottier
Guilhem Jaber,INRIA,fr,,27/8313,name,0,0,,,https://guilhem.jaber.fr
Guillaume Munch-Maccagnoni,INRIA,fr,0009-0001-7914-7165,47/7360,name,0,0,,,https://guillaume.munch.name
Jean-Marie Madiot,INRIA,fr,0009-0009-2723-8418,117/9986,name,0,0,,,https://cambium.inria.fr/~jmadiot
Jean-Pierre Lozi,INRIA,fr,0009-0002-2876-8292,133/3713,orcid,0,0,,,https://jean-pierre.lozi.org
Julia Lawall,INRIA,fr,0000-0002-1684-1264,l/JuliaLLawall,orcid,0,0,,,https://who.paris.inria.fr/Julia.Lawall
Kenji Maillard,INRIA,fr,0000-0001-5554-3203,166/4234,orcid,0,0,,,https://kenji.maillard.blue
Luc Maranget,INRIA,fr,0000-0001-5312-7759,49/4972,name,0,0,,,https://cambium.inria.fr/~maranget
Matthieu Sozeau,INRIA,fr,0000-0001-6452-8806,43/2028,name,0,0,,,https://sozeau.gitlabpages.inria.fr/www
Michael I. Jordan,INRIA,fr,0000-0001-8935-817X,j/MichaelIJordan,orcid,115,6,AAAI;AISTATS;COLT;CVPR;ICLR;ICML;ICRA;JMLR;KDD;NeurIPS;RECOMB;TMLR;UAI;WWW,2026,http://www.cs.berkeley.edu/~jordan
Nicolas Tabareau,INRIA,fr,0000-0003-3366-2273,56/3285,orcid,0,0,,,https://tabareau.fr
Olivier Beaumont,INRIA,fr,0000-0003-2741-6228,89/2078,orcid,4,0,ICML;IJCAI;NeurIPS,2025,https://topal.gitlabpages.inria.fr/webpages/Olivier_Beaumont/OlivierBeaumont.html
Pierre-Marie Pédrot,INRIA,fr,0009-0002-8006-6239,150/6790,orcid,0,0,,,https://www.pédrot.fr
Shadi Ibrahim,INRIA,fr,0000-0002-4306-5280,00/981,orcid,0,0,,,https://people.rennes.inria.fr/Shadi.Ibrahim/index.html
Valentin Blot,INRIA,fr,,59/7355,name,0,0,,,https://valentinblot.org
Xavier Leroy,INRIA,fr,0000-0002-8971-9171,03/352,orcid,0,0,,,https://xavierleroy.org
Yannick Forster 0002,INRIA,fr,0000-0002-8676-9819,188/5682-2,orcid,0,0,,,https://yforster.de
Yannick Zakowski,INRIA,fr,0000-0003-4585-6470,205/4358,orcid,0,0,,,https://cambium.inria.fr/~yzakowsk
Alain Trémeau,Université Jean Monnet,fr,,39/1067,name,0,0,,,http://www.create.uwe.ac.uk/membership/tremeau.htm
Amaury Habrard,Université Jean Monnet,fr,0000-0003-3038-9347,22/2297,name,8,1,AISTATS;ECCV;ICASSP;ICLR;ICML;NeurIPS;TMLR,2025,http://perso.univ-st-etienne.fr/habrarda
Anne-Claire Legrand,Université Jean Monnet,fr,,64/1453,name,0,0,,,http://univ-st-etienne.academia.edu/AnneclaireLegrand
Baptiste Jeudy,Université Jean Monnet,fr,0009-0000-8126-2608,37/6904,name,0,0,,,http://perso.univ-st-etienne.fr/jeudbapt
Catherine Combes,Université Jean Monnet,fr,,53/4039,name,0,0,,,http://perso.univ-st-etienne.fr/combes
Christine Largeron,Université Jean Monnet,fr,,l/ChristineLargeron,name,3,1,AISTATS;EACL;EMNLP,2025,http://perso.univ-st-etienne.fr/largeron
Christine Largeron-Leténo,Université Jean Monnet,fr,,l/ChristineLargeron,name,3,1,AISTATS;EACL;EMNLP,2025,http://perso.univ-st-etienne.fr/largeron
Christophe Ducottet,Université Jean Monnet,fr,0000-0002-2812-1918,96/3948,name,0,0,,,http://webperso.univ-st-etienne.fr/~ducottet
Christophe Gravier,Université Jean Monnet,fr,0000-0001-8586-6302,93/1485,orcid,5,3,ACL;EACL;EMNLP;JMLR;NAACL;WWW,2025,http://satin-ppl.telecom-st-etienne.fr/cgravier
Corinne Fournier,Université Jean Monnet,fr,0000-0001-9280-7722,145/4639,name,0,0,,,https://laboratoirehubertcurien.univ-st-etienne.fr
Damien Muselet,Université Jean Monnet,fr,,23/996,name,0,0,,,http://perso.univ-st-etienne.fr/muda8804
Emilie Morvant,Université Jean Monnet,fr,0000-0002-8301-7240,94/10288,name,3,0,AISTATS;NeurIPS,2024,http://perso.univ-st-etienne.fr/me63854h
Fabien Momey,Université Jean Monnet,fr,,168/7854,name,0,0,,,http://perso.univ-st-etienne.fr/frel9915
Fabrice Muhlenbach,Université Jean Monnet,fr,0000-0002-1825-4290,35/2449,name,0,0,,,http://perso.univ-st-etienne.fr/muhlfabr
François Jacquenet,Université Jean Monnet,fr,,j/FrancoisJacquenet,name,0,0,,,http://perso.univ-st-etienne.fr/jacquene
Frédérique Laforest,Université Jean Monnet,fr,,05/1259,name,0,0,,,http://satin-ppl.telecom-st-etienne.fr/flaforest
Hubert Konik,Université Jean Monnet,fr,,59/2528,name,0,1,ICASSP,2021,https://laboratoirehubertcurien.univ-st-etienne.fr/en/teams/image-science-computer-vision/staff.html
Jacques Fayolle,Université Jean Monnet,fr,,69/5208,name,0,0,,,https://www.univ-st-etienne.fr/fr/tous-les-faits-marquants/annees-precedentes/annee-2011-2012/jacques-fayolle-elu-directeur-de-telecom-saint-etienne.html
Julien Subercaze,Université Jean Monnet,fr,,95/146,name,0,0,,,http://satin-ppl.telecom-st-etienne.fr/jsubercaze
Kamal Deep Singh,Université Jean Monnet,fr,,64/8332,name,0,0,,,https://laboratoirehubertcurien.univ-st-etienne.fr/en/teams/connected-intelligence/staff.html
Leonor Becerra,Université Jean Monnet,fr,0009-0009-0177-8360,16/4007,orcid,0,0,,,http://perso.univ-st-etienne.fr/bele8436
Leonor Becerra-Bonache,Université Jean Monnet,fr,0009-0009-0177-8360,16/4007,orcid,0,0,,,http://perso.univ-st-etienne.fr/bele8436
Loïc Denis,Université Jean Monnet,fr,,64/7870,name,0,0,,,http://perso.univ-st-etienne.fr/deniloic
Marc Bernard,Université Jean Monnet,fr,,33/2713,name,0,0,,,http://perso.univ-st-etienne.fr/mbernard
Marc Sebban,Université Jean Monnet,fr,,s/MarcSebban,name,2,1,AAAI;ICASSP;ICML,2025,http://perso.univ-st-etienne.fr/sebbanma
Mathias Géry,Université Jean Monnet,fr,,80/3729,name,0,0,,,http://perso.univ-st-etienne.fr/gerymath
Mathieu Hébert,Université Jean Monnet,fr,,148/0764,name,0,0,,,https://laboratoirehubertcurien.univ-st-etienne.fr/en/teams/image-science-computer-vision/news-events/ph-d-defense/hdr-defense-of-mathieu-hebert.html
Olivier Alata,Université Jean Monnet,fr,,15/6605,name,1,0,NeurIPS,2025,http://perso.univ-st-etienne.fr/ao29170h
Philippe Ezequel,Université Jean Monnet,fr,,,,0,0,,,http://perso.univ-st-etienne.fr/ezequel
Pierre Chavel,Université Jean Monnet,fr,,21/4769,name,0,0,,,https://laboratoirehubertcurien.univ-st-etienne.fr/en/the-lab/staff.html
Pierre Maret,Université Jean Monnet,fr,,36/3992,name,0,0,,,http://perso.univ-st-etienne.fr/mapi9921
Rémi Emonet,Université Jean Monnet,fr,0000-0002-1870-1329,53/2975,name,7,0,AAAI;AISTATS;EMNLP;ICML;NeurIPS;TMLR,2025,http://home.heeere.com
Thierry Fournel,Université Jean Monnet,fr,,21/19,name,0,0,,,https://laboratoirehubertcurien.univ-st-etienne.fr/en/teams/image-science-computer-vision/seminars/by-lab-researchers/seminar-by-thierry-fournel.html
Thierry Lépine,Université Jean Monnet,fr,,305/6705,name,0,0,,,https://www.facebook.com/Universite.Jean.Monnet.Saint.Etienne/photos/a.270548162964178.88971.224373240915004/1063394287012891
Virginie Fresse,Université Jean Monnet,fr,,48/4384,name,1,0,TMLR,2025,https://laboratoirehubertcurien.univ-st-etienne.fr/en/the-lab/staff.html
Éric Dinet,Université Jean Monnet,fr,0009-0000-6796-1621,96/4152,name,0,0,,,https://laboratoirehubertcurien.univ-st-etienne.fr
Alexandre Allauzen,Université Paris Dauphine,fr,,54/8163,name,17,2,ACL;AISTATS;EACL;ECAI;EMNLP;ICCV;ICLR;ICML;Interspeech;NeurIPS;TMLR,2026,https://allauzen.github.io
