name,affiliation,country,homepage,scholarid,orcid
Markus G. Kuhn,University of Cambridge,gb,https://www.cl.cam.ac.uk/~mgk25,4FSAZOsAAAAJ,0000-0003-3902-5435
Markus Kuhn,University of Cambridge,gb,https://www.cl.cam.ac.uk/~mgk25,4FSAZOsAAAAJ,0000-0003-3902-5435
Martin Kleppmann,University of Cambridge,gb,https://www.cst.cam.ac.uk/people/mk428,TbyvU7oAAAAJ,0000-0001-7252-6958
Mateja Jamnik,University of Cambridge,gb,https://www.cl.cam.ac.uk/~mj201,NOSCHOLARPAGE,0000-0003-2772-2532
Matthew J. Colbrook,University of Cambridge,gb,https://www.damtp.cam.ac.uk/user/mjc249/home.html,dl-FPtoAAAAJ,
Mihaela van der Schaar,University of Cambridge,gb,https://www.vanderschaar-lab.com,DZ3S--MAAAAJ,0000-0003-3933-6049
Mihaela van der Schaar-Mitrea,University of Cambridge,gb,https://www.vanderschaar-lab.com,DZ3S--MAAAAJ,
Miles D. Cranmer,University of Cambridge,gb,https://www.maths.cam.ac.uk/person/mc2473,10WfwCQAAAAJ,
Máté Lengyel,University of Cambridge,gb,https://www.eng.cam.ac.uk/profiles/ml468,WvgoL14AAAAJ,
Neel Krishnaswami,University of Cambridge,gb,https://www.cl.cam.ac.uk/~nk480,qCE8eVcAAAAJ,0000-0003-2838-5865
Neelakantan R. Krishnaswami,University of Cambridge,gb,https://www.cl.cam.ac.uk/~nk480,qCE8eVcAAAAJ,
Neil D. Lawrence,University of Cambridge,gb,http://inverseprobability.com,r3SJcvoAAAAJ,0000-0001-9258-1030
Nicholas D. Lane,University of Cambridge,gb,https://www.cst.cam.ac.uk/people/ndl32,IleoLUgAAAAJ,0000-0002-2728-8273
Nicholas Donald Lane,University of Cambridge,gb,https://www.cst.cam.ac.uk/people/ndl32,IleoLUgAAAAJ,
Nigel Collier,University of Cambridge,gb,https://sites.google.com/site/nhcollier,ZMelBa0AAAAJ,0000-0002-7230-4164
Paula Buttery,University of Cambridge,gb,https://www.cl.cam.ac.uk/~pjb48,NOSCHOLARPAGE,
Peter Robinson 0001,University of Cambridge,gb,https://www.cl.cam.ac.uk/~pr10,91NxdC4AAAAJ,
Peter Sewell,University of Cambridge,gb,https://www.cl.cam.ac.uk/~pes20,NOSCHOLARPAGE,0000-0001-9352-1013
Philip C. Woodland,University of Cambridge,gb,https://www.eng.cam.ac.uk/profiles/pw117,V_SMuA8AAAAJ,
Pietro Lio',University of Cambridge,gb,https://www.cl.cam.ac.uk/~pl219,3YrWf7EAAAAJ,
Pietro Liò,University of Cambridge,gb,https://www.cl.cam.ac.uk/~pl219,3YrWf7EAAAAJ,0000-0002-0540-5053
Pietro Lió,University of Cambridge,gb,https://www.cl.cam.ac.uk/~pl219,3YrWf7EAAAAJ,0000-0002-0540-5053
Po-Ling Loh,University of Cambridge,gb,https://www.dpmms.cam.ac.uk/~pll28,cht-q2UAAAAJ,
Prakash Murali,University of Cambridge,gb,https://www.cst.cam.ac.uk/people/pm830,2J0X_aIAAAAJ,0000-0003-3378-8589
Rafal K. Mantiuk,University of Cambridge,gb,https://www.cl.cam.ac.uk/~rkm38,pJEb8x4AAAAJ,0000-0003-2353-0349
Rafal Mantiuk,University of Cambridge,gb,https://www.cl.cam.ac.uk/~rkm38,pJEb8x4AAAAJ,0000-0003-2353-0349
Rajen Dinesh Shah,University of Cambridge,gb,https://www.dpmms.cam.ac.uk/person/rds37,-_eqrncAAAAJ,
Richard E. Turner,University of Cambridge,gb,https://www.eng.cam.ac.uk/profiles/ret26,DgLEyZgAAAAJ,0000-0003-0066-0984
Richard J. Samworth,University of Cambridge,gb,https://www.statslab.cam.ac.uk/~rjs57,AmLUgFAAAAAJ,
Richard M. Mortier,University of Cambridge,gb,http://mort.io,9LJgRFAAAAAJ,
Richard Mortier,University of Cambridge,gb,http://mort.io,9LJgRFAAAAAJ,0000-0001-5205-5992
Rika Antonova,University of Cambridge,gb,https://www.cst.cam.ac.uk/people/ra702,hFWPVTAAAAAJ,
Robert Harle,University of Cambridge,gb,https://www.cl.cam.ac.uk/~rkh23,MUWnoZIAAAAJ,
Robert K. Harle,University of Cambridge,gb,https://www.cl.cam.ac.uk/~rkh23,MUWnoZIAAAAJ,
Robert Mullins,University of Cambridge,gb,https://www.cl.cam.ac.uk/~rdm34,zjXO2HMAAAAJ,
Robert Mullins 0001,University of Cambridge,gb,https://www.cl.cam.ac.uk/~rdm34,zjXO2HMAAAAJ,0000-0002-8393-2748
Robert N. M. Watson,University of Cambridge,gb,https://www.cl.cam.ac.uk/~rnw24,wAO9FfoAAAAJ,0000-0001-8139-8783
Robert Nicholas Maxwell Watson,University of Cambridge,gb,https://www.cl.cam.ac.uk/~rnw24,wAO9FfoAAAAJ,
Roberto Cipolla,University of Cambridge,gb,https://www.eng.cam.ac.uk/profiles/rc10001,Eclg4mwAAAAJ,0000-0002-8999-2151
Sean B. Holden,University of Cambridge,gb,https://www.cl.cam.ac.uk/~sbh11,NOSCHOLARPAGE,
Sean Holden,University of Cambridge,gb,https://www.cl.cam.ac.uk/~sbh11,NOSCHOLARPAGE,
Simon J. Godsill,University of Cambridge,gb,https://www.eng.cam.ac.uk/profiles/sjg30,vmcOEc0AAAAJ,
Simon W. Moore,University of Cambridge,gb,https://www.cl.cam.ac.uk/~swm11,hPhDxHwAAAAJ,0000-0002-2806-495X
Simone Teufel,University of Cambridge,gb,https://www.cl.cam.ac.uk/~sht25,GnKIYCcAAAAJ,
Srinivasan Keshav,University of Cambridge,gb,http://blizzard.cs.uwaterloo.ca/keshav,NOSCHOLARPAGE,0000-0002-6549-0464
Thomas Sauerwald,University of Cambridge,gb,https://www.cl.cam.ac.uk/~tms41,lidwLWIAAAAJ,0000-0002-0882-283X
Timothy M. Jones 0001,University of Cambridge,gb,https://www.cl.cam.ac.uk/~tmj32,qnn3-gMAAAAJ,0000-0002-4114-7661
Tobias Grosser,University of Cambridge,gb,https://www.cst.cam.ac.uk/people/tcg40,c_PWJQEAAAAJ,0000-0003-3874-6003
Tom Gur,University of Cambridge,gb,https://www.cst.cam.ac.uk/people/tg508,edMuHPUAAAAJ,0000-0001-7864-7013
Wei Wei Sun,University of Cambridge,gb,http://www.cl.cam.ac.uk/~ws390,FDtr1fkAAAAJ,
Alison Pease,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/22,6g0XkjAAAAAJ,0000-0003-1856-9599
Andrew Cobley,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/1,NOSCHOLARPAGE,
Andy Cobley,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/1,NOSCHOLARPAGE,0000-0003-4244-2926
Annalu Waller,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/27,x_YEVQoAAAAJ,0000-0002-3009-8040
Chris Reed 0001,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/25,4uzzI5YAAAAJ,0000-0002-6849-1374
Craig Douglas Ramsay,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/24,NOSCHOLARPAGE,0009-0008-1482-7558
Daniel J. Rough,University of Dundee,gb,https://discovery.dundee.ac.uk/en/persons/daniel-rough,RCkETH8AAAAJ,0000-0003-1545-5377
Daniel John Rough,University of Dundee,gb,https://discovery.dundee.ac.uk/en/persons/daniel-rough,RCkETH8AAAAJ,
Daniel Rough,University of Dundee,gb,https://discovery.dundee.ac.uk/en/persons/daniel-rough,RCkETH8AAAAJ,0000-0003-1545-5377
Emanuele Trucco,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/26,AoqaZGkAAAAJ,0000-0002-5055-0794
Iain Martin,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/17,NOSCHOLARPAGE,0000-0002-8205-4306
Iain R. Murray,University of Dundee,gb,http://staff.computing.dundee.ac.uk/irmurray,NOSCHOLARPAGE,
John L. Arnott,University of Dundee,gb,http://staff.computing.dundee.ac.uk/jarnott,NOSCHOLARPAGE,
Karen E. Petrie,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/23,pJB7cjoAAAAJ,0000-0003-2708-7962
Karen Elizabeth Petrie,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/23,pJB7cjoAAAAJ,
Katarzyna Budzynska,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/9,NOSCHOLARPAGE,
Keith Edwards,University of Dundee,gb,http://staff.computing.dundee.ac.uk/kedwards/index.html,NOSCHOLARPAGE,
Michael Crabb,University of Dundee,gb,https://discovery.dundee.ac.uk/en/persons/michael-crabb,9FznG1oAAAAJ,0000-0002-9563-0691
Rachel Menzies,University of Dundee,gb,https://discovery.dundee.ac.uk/en/persons/rachel-menzies,AP_IlJUAAAAJ,0000-0002-3942-130X
Stephen J. McKenna,University of Dundee,gb,http://staff.computing.dundee.ac.uk/stephen,7mZPvlYAAAAJ,0000-0003-0530-2035
Steve Parkes,University of Dundee,gb,https://www.computing.dundee.ac.uk/about/staff/21,NOSCHOLARPAGE,
Adam Lopez,University of Edinburgh,gb,http://alopez.github.io,u4sxKZwAAAAJ,0000-0002-1533-9424
Adriana Sejfia,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Adriana_Sejfia.html,4-pYLKAAAAAJ,0009-0000-0655-5451
Aggelos Kiayias,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Aggelos_Kiayias.html,P_L_vZAAAAAJ,0000-0003-2451-1430
Ajitha Rajan,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/arajan,Y8ROiBEAAAAJ,0000-0003-3765-3075
Alan Bundy,University of Edinburgh,gb,https://sweb.inf.ed.ac.uk/bundy,n7STZEYAAAAJ,0000-0002-0578-6474
Alan Richard Bundy,University of Edinburgh,gb,https://sweb.inf.ed.ac.uk/bundy,n7STZEYAAAAJ,
Alex Lascarides,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/alex,fVRKVf4AAAAJ,0000-0003-1704-1864
Alex S. Taylor,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Alex_Taylor.html,ecxxlucAAAAJ,0000-0001-6311-3967
Alexandra Birch,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Alexandra_Birch-Mayne.html,gZOV9kMAAAAJ,0000-0002-9022-3405
Alexandru Cojocaru,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Alexandru_Cojocaru.html,NOSCHOLARPAGE,0000-0003-2710-1170
Amir Shaikhha,University of Edinburgh,gb,https://amirsh.github.io,97wlbikAAAAJ,0000-0002-9062-759X
Amir Vaxman,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Amir_Vaxman.html,-1btDzYAAAAJ,0000-0001-6998-6689
Amos J. Storkey,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/amos,3Rlc8EAAAAAJ,
Andreas Pieris,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Andreas_Pieris.html,T1vZCrcAAAAJ,0000-0003-4779-3469
Angus Chadwick,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Angus_Chadwick.html,P5hPjOEAAAAJ,
Antonio Barbalace,University of Edinburgh,gb,http://www.barbalace.it/antonio,uQWP8_0AAAAJ,0000-0003-1641-0779
Antonio Vergari,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Antonio_Vergari.html,YK0NLaUAAAAJ,0000-0003-0036-5678
Aris Filos-Ratsikas,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Aris_Filos-Ratsikas.html,iaxTRPoAAAAJ,0000-0001-7868-8114
Arno Onken,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Arno_Onken.html,JQh31ekAAAAJ,0000-0001-7387-5535
Aurora Constantin,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Aurora_Constantin.html,0JJmfykAAAAJ,
Barbara Webb,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/bwebb,UwCeZUMAAAAJ,0000-0002-8336-6926
Björn Franke,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/bfranke,Y6aTqRQAAAAJ,0000-0002-1219-8523
Björn Ross,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Bjorn_Ross.html,RQ2zK8QAAAAJ,0000-0003-2717-3705
Bob Fisher,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/rbf,LigYduEAAAAJ,
Boris Grot,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/bgrot,1DXXeSMAAAAJ,0000-0001-6525-0762
Catherine Lai,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Catherine_Lai.html,4o1Ew5gAAAAJ,0000-0003-2411-8954
Changjian Li 0001,University of Edinburgh,gb,https://enigma-li.github.io,aCgyQsQAAAAJ,0000-0003-0448-4957
Chris Heunen,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/cheunen,K_LnaH0AAAAJ,0000-0001-7393-2640
Chris Lucas 0001,University of Edinburgh,gb,http://www.christopherglucas.com,KS4uI1sAAAAJ,
Christopher G. Lucas,University of Edinburgh,gb,http://www.christopherglucas.com,KS4uI1sAAAAJ,0000-0002-6655-8627
Christopher K. I. Williams,University of Edinburgh,gb,https://homepages.inf.ed.ac.uk/ckiw,rvKJDbIAAAAJ,0000-0002-6270-4703
Christopher Lucas 0001,University of Edinburgh,gb,http://www.christopherglucas.com,KS4uI1sAAAAJ,
Craig Innes,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Craig_Innes.html,5NSpkbsAAAAJ,0000-0002-6329-4136
Cristina Adriana Alexandru,University of Edinburgh,gb,https://homepages.inf.ed.ac.uk/calexan4,QtI0e-YAAAAJ,
D. K. Arvind,University of Edinburgh,gb,http://www.dcs.ed.ac.uk/home/dka,bfF6L30AAAAJ,
Damal Kandadai Arvind,University of Edinburgh,gb,http://www.dcs.ed.ac.uk/home/dka,bfF6L30AAAAJ,
Damiano Abram,University of Edinburgh,gb,https://damianoabram.github.io,i8h13-AAAAAJ,0009-0004-3916-7550
Daniel W. Woods,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Daniel_Woods.html,Vbr7JG4AAAAJ,0000-0002-8569-1917
Dave Robertson 0001,University of Edinburgh,gb,http://www.dai.ed.ac.uk/groups/ssp/members/dave.htm,63eai3AAAAAJ,0000-0001-9574-849X
David Aspinall 0001,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/da,_pT1xEwAAAAJ,0000-0002-6073-9013
David C. Sterratt,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/David_Sterratt.html,Q5dY0g8AAAAJ,0000-0001-9092-9099
David Robertson 0001,University of Edinburgh,gb,http://www.dai.ed.ac.uk/groups/ssp/members/dave.htm,63eai3AAAAAJ,
David Stuart Robertson 0001,University of Edinburgh,gb,http://www.dai.ed.ac.uk/groups/ssp/members/dave.htm,63eai3AAAAAJ,
Diego A. Oyarzún,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Diego_Oyarzun.html,xSGWAVwAAAAJ,
Donald Sannella,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/dts,XQNrpksAAAAJ,0000-0003-4520-8924
Douglas Armstrong,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Douglas_Armstrong.html,J_2zuGQAAAAJ,0000-0002-5397-3864
Edoardo M. Ponti,University of Edinburgh,gb,https://ducdauge.github.io,tklL2q0AAAAJ,
Edoardo Maria Ponti,University of Edinburgh,gb,https://ducdauge.github.io,tklL2q0AAAAJ,0000-0002-6308-1050
Elham Kashefi,University of Edinburgh,gb,https://www.inf.ed.ac.uk/people/staff/Elham_Kashefi.html,oXpgxTIAAAAJ,0000-0001-6280-9604
Elizabeth Polgreen,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Elizabeth_Polgreen.html,wFYhUkIAAAAJ,0000-0001-9032-7661
Fengxiang He,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Fengxiang_He.html,QSx-Yu0AAAAJ,0000-0001-5584-2385
Fiona Jennet McNeill,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Fiona_Mcneill.html,535ZsJMAAAAJ,
Fiona McNeill,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Fiona_Mcneill.html,535ZsJMAAAAJ,0000-0001-7873-5187
Frank Keller,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Frank_Keller.html,-lbtnAgAAAAJ,0000-0002-8242-4362
Gordon D. Plotkin,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/gdp,0KiEfGcAAAAJ,0000-0001-8496-6096
Hakan Bilen,University of Edinburgh,gb,https://homepages.inf.ed.ac.uk/hbilen,PtBtfawAAAAJ,0000-0002-6947-6918
Hao Tang 0002,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Hao_Tang.html,VN0X-PcAAAAJ,
He Sun 0001,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/He_Sun.html,K6-JprYAAAAJ,0000-0003-4900-4152
Helen F. Hastie,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Helen_Hastie.html,tyv4cdIAAAAJ,
Helen Hastie,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Helen_Hastie.html,tyv4cdIAAAAJ,0000-0002-9177-7282
Helen Wright Hastie,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Helen_Hastie.html,tyv4cdIAAAAJ,
Heng Guo 0001,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/hguo,993eudcAAAAJ,
Henry Gouk,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Henry_Gouk.html,i1bzlyAAAAAJ,0000-0002-0924-2933
Henry S. Thompson,University of Edinburgh,gb,http://www.ltg.ed.ac.uk/~ht,NOSCHOLARPAGE,0000-0001-5490-1347
Henry Thompson,University of Edinburgh,gb,http://www.ltg.ed.ac.uk/~ht,NOSCHOLARPAGE,
Hiroshi Shimodaira,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/hshimoda,NOSCHOLARPAGE,0000-0001-8956-2816
Iain Murray 0001,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/imurray2,WfuoPHIAAAAJ,
Ian David Bede Stark,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Ian_Stark.html,_WljoL8AAAAJ,
Ian Stark,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Ian_Stark.html,_WljoL8AAAAJ,0000-0001-6800-812X
Igor Goryanin,University of Edinburgh,gb,https://www.inf.ed.ac.uk/people/staff/Igor_Goryanin.html,E-duT6oAAAAJ,0000-0002-8293-774X
Ivan Titov 0001,University of Edinburgh,gb,http://ivan-titov.org,FKUc3vsAAAAJ,
J. Michael Herrmann,University of Edinburgh,gb,http://www.research.ed.ac.uk/portal/en/persons/michael-herrmann(cf1b7c31-3a87-4812-bf0a-05cf49b0120e).html,MJiOEy0AAAAJ,
Jackson Woodruff,University of Edinburgh,gb,http://jacksonwoodruff.com,JWhQ564AAAAJ,0000-0003-2650-9596
Jacques D. Fleuriot,University of Edinburgh,gb,https://www.inf.ed.ac.uk/people/staff/Jacques_Fleuriot.html,NOSCHOLARPAGE,0000-0002-6867-9836
James Cheney,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/jcheney,G-1f1G4AAAAJ,0000-0002-1307-9286
James Garforth,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/James_Garforth.html,epjKkBMAAAAJ,
Jane Hillston,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/jeh,4hUZomAAAAAJ,0000-0003-4914-9255
Jeff Dalton 0001,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Jeff_Dalton.html,mgwLi-EAAAAJ,0000-0003-2422-8651
Jeff Z. Pan,University of Edinburgh,gb,https://www.inf.ed.ac.uk/people/staff/Jeff_Pan.html,zLDAY8QAAAAJ,0000-0002-9779-2088
Jeffrey Dalton 0001,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Jeff_Dalton.html,mgwLi-EAAAAJ,0000-0003-2422-8651
Jingjie Li,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Jingjie_Li.html,P8qaRuwAAAAJ,0000-0001-5253-1899
John Lee 0004,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/John_Lee.html,NOSCHOLARPAGE,0000-0002-0914-2975
John Longley,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/John_Longley.html,NOSCHOLARPAGE,0009-0004-6201-0674
John R. Longley,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/John_Longley.html,NOSCHOLARPAGE,
John Vines,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/John_Vines.html,rKbvQTkAAAAJ,0000-0003-4051-3356
Judy Robertson,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Judy_Robertson.html,6Q8A34MAAAAJ,0000-0002-4663-5365
Julian C. Bradfield,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Julian_Bradfield.html,Mru1qJgAAAAJ,
Kartic Subr,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Kartic_Subr.html,6FYGyMQAAAAJ,0000-0002-7302-4383
Kianoush Nazarpour,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Kia_Nazarpour.html,ZEtKYf8AAAAJ,0000-0003-4217-0254
Korin Richmond,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/korin,C_VIkbsAAAAJ,0000-0003-1450-8270
Kousha Etessami,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/kousha,_rUcw0EAAAAJ,
Laura Sevilla-Lara,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Laura_Sevilla-Lara.html,bel5BBcAAAAJ,0000-0001-8276-0094
Leonid Libkin,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/libkin,4q-MIB0AAAAJ,0000-0002-6698-2735
Luis Felipe Costa Sperb,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Felipe_Costa_Sperb.html,NOSCHOLARPAGE,
Luo Mai,University of Edinburgh,gb,https://luomai.github.io,I6GYccIAAAAJ,0000-0002-3594-1092
Mahesh K. Marina,University of Edinburgh,gb,http://homepages.inf.ed.ac.uk/mmarina,VJLdaGgAAAAJ,0000-0002-6946-5143
Maithilee Kunda,University of Edinburgh,gb,https://people.inf.ed.ac.uk/Maithilee_Kunda.html,XfSl-OoAAAAJ,0009-0005-7302-8244
Marc Juarez,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Marc_Juarez_Miro.html,Na1MX7EAAAAJ,0000-0001-7657-9934
Marc Juárez Miró,University of Edinburgh,gb,http://www.inf.ed.ac.uk/people/staff/Marc_Juarez_Miro.html,Na1MX7EAAAAJ,
